,en,es,fr,zh,de,ja,it,nl,ru,pt,ko,el,ar,he,th,ln,ta,hi,tl,sv,no,tr,fi,fa,da,in,cs,hu,be,uk,am,sw,bg,hr,eo,pl,ro,lesson,lexid
3,a level,un nivel,un niveau,標準,der Pegel,レベル (Reberu),un livello,een niveau,уровень (uroven'),um nível,수준,ένα επίπεδο,المستوى,רמה,ระดับ,,மட்டம்,स्तर,isang antas,en nivå,et nivå,düzey,taso,سطح,et vaterpas,suatu tingkat,úroveň,egy szint,узровень,рівень (rіven'),ውሃ ልክ (we-haa le-ke),koshanisha,ниво,razina,nivelo,poziom,un nivel,1250,300
4,a pair,un par,une paire,一對,das Paar,1組 (1Kumi),un paio,een paar,пара (para),um par,한 쌍,ένα ζευγάρι,الزوج,זוג,คู่,jugum,ஜோடி,जोड़ी / जोड़ा,isang pares,ett par,et par,çift,pari,یک جفت,et par,sepasang,pár,egy pár,пара,пара (para),ጥንድ (the-ne-de),pacha,чифт,par,paro,para,o pereche,1250,230
5,a part,una parte,une partie,一部分,ein Teil,部分 (Bubun),una parte,een deel,часть (chast'),uma parte,부분,ένα μέρος,الجزء,חלק,ส่วน,pars,பகுதி,हिस्सा,bahagi ng,en del,en del,kısım,osa,بخش,en del,bagian,díl,egy rész,частка,частина (chastyna),ክፍል (ke-fe-le),kipande,част,dio,parto,część,o parte,1250,260
6,a piece,un pedazo,un morceau,片,das Stück,断片 (Danpen),un pezzo,een stuk,кусок (kusok),um pedaço,조각,ένα κομμάτι,القطعة,חתיכה,ชิ้น,pars,துண்டு,टुकड़ा,isang piraso,en bit,en bit,parça,kappale,یک قطعه,et stykke,sepotong,kus,egy darab,кавалак,шматок (shmatok),አንድ ቁራጭ (ʾa-ne-de qu-raa-che),kipande,парче,komad,peco,kawałek,o piesă,1250,150
7,average,medio,moyen,平均,Durchschnitts…,平均 (Heikin),medio,het gemiddelde,средний (srednij),média,평균,μέσος όρος,المعدل,ממוצע,ปานกลาง,mediocris,சராசரி,औसत,humigit-kumulang,genomsnittlig,gjennomsnittlig,ortalama,keskinkertainen,میانگین,gennemsnit,rata-rata,průměr,átlagos,сярэдні,середній (serednіj),መካከለኛ (ma-kaa-ka-la-nyaa),kadiri,среден,prosjek,meznombro,średni,medie,1250,340
8,empty,vacío,vide,空的,leer,空 (Sora),vuoto,leeg,пустой (pustoj),vazio,텅빈,κενό,فارغ,ריק,ว่าง,inantis,காலியான,खाली,walang laman,tom,tom,boş,tyhjä,خالی,tom,kosong,prázdný,üres,парожні,порожній (porozhnіj),ባዶ (baa-do),bila,празен,prazan,malplena,pusty,gol,1250,210
9,far,lejos,loin,遙遠地,fern,遠い (Tooi),lontano,ver,далеко (daleko),longe,먼,μακριά,بعيداً,רחוק,ไกล,longe,தூரம்,दूर,malayo,lång,langt,uzak,kaukana,دور,fjern,jauh,daleko,messze,далёка,далеко (daleko),ሩቅ (ru-qe),mbali,далече,daleko,malproksime,daleki,departe,1250,110
10,heavy,pesado,lourd,重的,schwer,重い (Omoi),pesante,zwaar,тяжелый (tjazhelyj),pesado,무거운,βαρύς,ثقيل,כבד,หนัก,gravis,கனமான,भारी,mabigat,tung,tung,ağır,painava,سنگین,tung,berat,těžký,nehéz,цяжкі,важкий (vazhkyj),ከባድ (ka-baa-de),nzito,тежък,težak,peza,ciężki,greu,1250,390
11,height,estatura,une taille,高度,die Körpergröße,高さ (Takasa),altezza,de hoogte,рост (rost),altura,높이,ύψος,الإرتفاع,גובה,ความสูง,altitudo,உயரம்,ऊंचाई,taas,höjd,høyde,boy,pituus,بلندی,højde,tinggi,výška,magasság,рост,зріст (zrіst),ከፍታ (ka-fe-taa),urefu,ръст,visina,alteco,wysokość,înălţime,1250,280
12,high,alto,haut,高的,hoch,高い (Takai),altro,hoog,высокий (vysokij),alto,높은,υψηλός,المستوى العالي,גבוה,สูง,alte,உயர்ந்த,ऊंचा,mataas,hög,høy,uzun boylu,korkea,بالا,høj,tinggi,vysoký,magas,высокі,високий (vysokyj),ከፍተኛ (ka-fe-ta-nyaa),juu,висок,visok,alta,wysoki,înalt,1250,240
13,kilogram,quilogramo,un kilo,公斤,das Kilogramm,キログラム (Kiroguramu),chilogrammo,een kilo,килограмм (kilogramm),quilograma,킬로그램,κιλό,الكيلوغرام,קילוגרם,กิโลกรัม,chiliogrammum,கிலோகிராம்,किलो,kilogramo,kilogram,kilogram,kilo,kilogramma,کیلوگرم,kilogram,kilogram,kilogram,kilogramm,кілаграм,кілограм (kіlohram),ኪሎግራም (ki-lo-ge-raa-me),kilo,килограм,kilogram,kilogramo,kilogram,kilogram,1250,140
14,length,longitud,une longueur,長度,die Länge,長さ (Nagasa),lunghezza,de lengte,длина (dlina),comprimento,길이,μήκος,الطول,אורך,ความยาว,longitudo,நீளம்,लंबाई,haba,längd,lengde,uzunluk,pituus,طول,længde,panjang,délka,hosszúság,даўжыня,довжина (dovzhyna),ርዝመት (re-ze-ma-te),urefu,дължина,duljina,longeco,długość,lungime,1250,330
15,less,menos,moins,更少的,weniger,以下 (Ika),meno,minder,меньше (men'she),menos,더 적은,λιγότερο,أقل,פחות,น้อยกว่า,minus,குறைவான,कम,mas kaunti sa,mindre,mindre,daha az,vähemmän,کمتر,mindre,kurang,méně,kevesebb,меньш,менше (menshe),ያነሰ (yaa-na-sa),chache,по-малко,manje,malpli,mniej,mai puţin,1250,190
16,limit,límite,une limite,限度,der Grenzwert,限界 (Genkai),limite,de limiet,ограничение (ogranichenie),limite,제한,όριο,الحدّ,הגבלה,ข้อจำกัด,finis,"எல்லை, வரம்பு",सीमा,hangganan,gräns,grense,sınır,raja,حد,grænseværdi,batas,limit,határ,абмежаванне,обмеження (obmezhennja),ልክ (le-ke),Kipimo,ограничение,granica,limo,limit,limită,1250,400
17,liter,un litro,un litre,公升,der Liter,リットル (Rittoru),litro,een liter,литр (litr),litro,리터,λίτρο,اللتر,לטר,ลิตร,litrum,லிட்டர்,लिटर,litro,liter,liter,litre,litra,لیتر,liter,liter,litr,liter,літр,літр (lіtr),ሊትር (li-te-re),lita,литър,litra,litro,litr,litru,1250,170
18,long,largo,long,長,lang,長い (Nagai),lungo,lang,длинный (dlinnyj),comprido,긴,μακρύ,لمدة طويلة,ארוך,ยาว,longus,நீளமான,लंबा,mahaba,lång,lang,uzun,pitkä,بلند,lang,panjang,dlouhý,hosszú,доўгі,довгий (dovhyj),ረጅም (ra-je-me),ndefu,дълъг,dugačak,longa,długi,lung,1250,160
19,low,bajo,bas,低的,tief,低い (Hikui),basso,laag,низкий (nizkij),baixo,낮은,χαμηλός,المستوى الواطئ,נמוך,ต่ำ,demissus,குறைந்த,नीचा,mababa,låg,lav,kısa boylu,matala,کم,lav,rendah,nízký,alacsony,нізкі,низький (nyz'kyj),ዝቅተኛ (ze-qe-ta-nyaa),chini,нисък,nizak,malalta,niski,jos,1250,250
20,medium,medio,milieu,中等的,mittel..,媒体 (Baitai),medio,middel,средний (srednij),médio,중간,μέσο,الوسط,בינוני,กลาง,mediocris,மிதமான,माध्यम,medyo,medelmåttlig,middels,orta,keski-,متوسط,mellem,menengah,střed,közepes,сярэдні,середній (serednіj),መካከል (ma-kaa-ka-le),katikati,среден,srednji,meza,średni,mediu,1250,270
21,meter,metro,un mètre,公尺,der Meter,メーター (Me^ta^),metro,een meter,метр (metr),metro,미터,μέτρο,المتر,מטר,เมตร,metrum,மீட்டர்,मीटर,metro,meter,meter,metre,metri,متر,meter,meter,metr,méter,метр,метр (metr),ሜትር (mee-te-re),mita,метър,metar,metro,metr,metru,1250,130
22,more,más,plus,更多的,mehr,以上 (Ijou),più,meer,больше (bol'she),mais,더 많은,περισσότερο,أكثر,יותר,มากกว่า,plus,அதிகமான,ज्यादा,higit sa,mer,mer,daha çok,enemmän,بیشتر,mere,lebih,více,több,больш,більше (bіl'she),የበለጠ (ya-ba-la-tha),Zaidi,повече,više,pli,więcej,mai mult,1250,200
23,percent,porcentaje,un pourcent,百分比,das Prozent,パーセント (Pa^sento),percento,procent,процент (protsent),percentagem,퍼센트,τοις εκατό,بالمائة,אחוז,เปอร์เซ็นต์,,சதவீதம்,प्रतिशत,porsyento,procent,prosent,yüzde,prosentti,درصد,procent,persen,procento,százalék,адсотак,відсоток (vіdsotok),መቶኛ (ma-to-nyaa),asilimia,процент,postotak,procento,procent,procent,1250,410
24,pound,libra,une livre,磅,das Pfund,ポンド (Pondo),libbra,een pond,фунт (funt),libra,파운드,λίβρα,الباوند,ליטרה,ปอนด์,libra,பவுண்டு,पौन्ड,libra,pund,pund,livre,pauna,پوند,pund,pon,libra,font,фунт,фунт (funt),ፓውንድ (paa-we-ne-de),Pauni,лира,oko 45 kilograma,funto,funt,livră,1250,180
25,quantity,cantidad,une quantité,份量,die Menge,量 (Ryou),quantità,een hoeveelheid,количество (kolichestvo),quantidade,양,ποσότητα,الكمية,כמות,ปริมาณ,copia,அளவு,मात्रा,dami,kvantitet,kvantitet,miktar,määrä,کمیت,mængde,kuantitas,množství,mennyiség,колькасць,кількість (kіl'kіst'),ብዛት (be-zaa-te),wingi,количество,količina,kvanto,ilość,cantitate,1250,320
26,scales,balanzas,une balance,程度,die Waage,スケール (Suke^ru),bilancia,de weegschaal,весы (vesy),balanças,저울,ζυγαριά,الميزان,מאזניים,เครื่องชั่ง,libra,தராசு,तराजू,timbangan,våg,vekt,tartı,vaaka,مقیاس,vægt,timbangan,váhy,mérleg,вагі,ваги (vahy),ሚዛን (mi-zaa-ne),vipimio,везна,vaga,pesilo,waga,cântar,1250,350
27,thickness,espesor,une épaisseur,厚度,die Dicke,厚さ (Atsusa),spessore,de dikte,толщина (tolshchina),espessura,두께,πάχος,السُمك,עובי,ความหนา,densitas,தடினம்,मोटाई,kapal,grovlek,tykkelse,kalınlık,paksuus,ضخامت,tykkelse,ketebalan,tloušťka,vastagság,таўшчыня,товщина (tovshchyna),ውፍረት (we-fe-ra-te),unono,дебелина,gustoća,dikeco,grubość,subţirime,1250,310
28,to measure,medir,mesurer,測量,messen,測定する (SokuteiSuru),misurare,meten,измерять (izmerjat'),medir,재다,μετρώ,للقيَاْس,למדוד,วัด,metior,அளவிடுதல்,मापना,sukatin,att mäta,å måle,ölçmek,mitata,اندازه گرفتن,at måle,mengukur,měřit,mérni,вымяраць,вимірювати (vymіrjuvaty),መለካት (ma-la-kaa-te),kupima,измервам,mjeriti,mezuri,mierzyć,a măsura,1250,290
29,to weigh,pesar,peser,估量,wiegen,重さをはかる (OmosaWohakaru),pesare,wegen,взвешивать (vzveshivat'),pesar,무게가 나가다,ζυγίζω,للوَزْن,לשקול,ชั่งน้ำหนัก,pensare,எடை போடுதல்,वजन करना,timbangin,att väga,å veie,tartmak,punnita,وزن کردن,at veje,menimbang,vážit,mérni,узважваць,зважувати (zvazhuvaty),መመዘን (ma-ma-za-ne),kupima,тегля,vagati,pesi,ważyć,a cântări,1250,360
30,weight,peso,un poids,加重,das Gewicht,重さ (Omosa),peso,het gewicht,вес (ves),peso,무게,βάρος,الوزن,משקל,น้ำหนัก,pondus,எடை,वजन,timbang,vikt,vekt,ağırlık,paino,وزن,vægt,bobot,hmotnost,súly,вага,вага (vaha),ክብደት (ke-be-da-te),uzito,тегло,težina,pezo,waga,greutate,1250,380
31,wide,ancho,large,寬闊的,breit,広い (Hiroi),largo,breed,широкий (shirokij),amplo,넓은,φαρδύς,عريض,רחב,กว้าง,latus,அகலமான,चौड़ा,lawak,bred,bred,geniş,leveys,وسیع,bred,lebar,široký,széles,шырокі,широкий (shyrokyj),ሰፊ (sa-fi),Pana,широк,širok,larĝa,szeroki,lăţime,1250,370
0,a trip,un viaje,un voyage,旅行,eine Reise,旅行 (Ryokou),un viaggio,een reis,поездка (poezdka),uma viagem,여행,ένα ταξίδι,سفرة,נסיעה,การเดินทาง,,,दौरा,isang byahe,en resa,en reise,yolculuk,matka,گردش رفتن,en tur,perjalanan,cesta,utazás,паездка,поїздка (poyizdka),ጉዞ (gu-zo),safari,пътуване,izlet,vojaĝo,wycieczka,o călătorie,1260,170
1,a turn,una vuelta,un tour,轉動,eine Wende,回転 (Kaiten),una svolta,een afslag,поворот (povorot),uma volta,회전,μια στροφή,دور,סיבוב,กลับ,vicis,,मोड़,isang ikot,en sväng,en sving,viraj,käännös,گردش,en drejning,sebuah belokan,zatáčka,egy forduló,паварот,поворот (povorot),ተራ (ta-raa),mzunguko,завой,skretanje,turno,zakręt,o întoarcere,1260,500
2,down there,ahí abajo,là-bas,向下,drunten,そちら (Sochira),lì sotto,daar beneden,там внизу (tam vnizu),lá em baixo,저기 아래에,εκεί κάτω,هناك,שם למטה,,,,वहां नीचे,doon,där nere,der nede,aşağılarda,tänne alas,آن پایین,dernede,di bawah sana,tam dole,ott lent,там унізе,там унизу (tam unyzu),እዚያ ታች (ʾe-zi-yaa taa-ce),pale chini,там долу,tamo dolje,ĉi tie,tam na dole,acolo,1260,350
3,far,lejos,loin,遙遠地,fern,遠い (Tooi),lontano,ver,далеко (daleko),longe,먼,μακριά,بعيداً,רחוק,ไกล,longe,,दूर,malayo,avlägsen,langt,uzak,kauas,دور,langt,jauh,daleko,messze,далёка,далеко (daleko),ሩቅ (ru-qe),mbali,далече,daleko,malproksime,daleko,departe,1260,200
4,fast,veloz,rapide,快速的,schnell,速い (Hayai),veloce,snel,быстрый (bystryj),veloz,빠른,γρήγορα,الصوم,מהיר,เร็ว,celer,,तेज,mabilis,fort,fort,hızlı,nopea,سریع,hurtig,cepat,rychlý,gyors,хуткі,швидкий (shvydkyj),ፈጣን (fa-thaa-ne),mbio,бърз,brz,rapida,szybki,rapid,1260,470
5,motionless,inmóvil,immobile,不動的,bewegungslos,動かない (UgokaNai),immobile,bewegingloos,неподвижный (nepodvizhnyj),imóvel,정지한,ακίνητος,ساكن,חסר תנועה,ไม่เคลื่อนไหว,immobilis,,स्थिर,walang galaw,orörlig,i ro,hareketsiz,liikkumaton,بی حرکت,ubevægelig,tidak bergerak,nehybný,mozdulatlan,нерухомы,нерухомий (nerukhomyj),የማይነቃነቅ (ya-maa-ye-na-qaa-na-qe),tulivu,неподвижен,nepomičan,senmova,bez ruchu,imobil,1260,310
6,quickly,con rapidez,vite,很快地,flugs,すぐに (Suguni),velocemente,snel,быстро (bystro),depressa,빠르게,γρήγορα,بسرعة,מהר,อย่างรวดเร็ว,cito,,जल्दी,mabilis,snabbt,kjapt,hızlı,äkkiä,به تندی,hurtigt,dengan cepat,rychle,gyorsan,хутка,швидко (shvydko),በፍጥነት (ba-fe-the-na-te),Haraka,бързо,brzo,rapide,szybko,repede,1260,490
7,rapid,rápido,rapide,急的,schnell,急速 (Kyuusoku),rapido,vlug,быстрый (bystryj),rápido,빠른,γρήγορος,سريع,מהיר,เร็ว,rapidus,,शीघ्र,mabilis,snabbt,raskt,hızlı,vikkelä,سریع,rask,laju,rychlý,sebes,шпаркі,швидкий (shvydkyj),ፍጥነት (fe-the-na-te),kasi,бърз,hitar,rapida-460,prędki,rapid,1260,460
8,rapidly,rápidamente,rapidement,飛快地,geschwind,急速に (KyuusokuNi),rapidamente,vlug,быстро (bystro),rapidamente,빠르게,γρήγορα,بسرعة,במהירות,อย่างรวดเร็ว,,,शीघ्रता से,mabilis,snabbt,raskt,hızlı,nopeasti,به سرعت,raskt,dengan laju,rychle,sebesen,шпарка,швидко (shvydko),በፍጥነት (ba-fe-the-na-te),kasi,бързо,hitro,rapide-480,prędko,repede,1260,480
9,slow,lento,lent,慢的,langsam,遅い (Osoi),lento,langzaam,медленный (medlennyj),lento,속도가 느린,αργός,بطيئ,איטי,ช้า,tardus,,धीरे,mabagal,sakta,sakte,yavaş,hidas,کند,langsom,lambat,pomalý,lassú,павольны,повільний (povіl'nyj),ዝግታ (ze-ge-taa),polepole,бавен,spor,malrapida,wolny,incet,1260,440
10,slowly,lentamente,lentement,慢慢地,langsam,ゆっくり (Yukkuri),lentamente,langzaam,медленно (medlenno),lentamente,천천히,αργά,ببطئ,באיטיות,อย่างช้าๆ,lente,,धीरे-धीरे,mabagal,segt,sakte,yavaş,hitaasti,به آرامی,langsomt,perlahan,pomalu,lassan,павольна,повільно (povіl'no),በዝግታ (ba-ze-ge-taa),polepole,бавно,polako,malrapide,wolno,incet,1260,450
11,speed,velocidad,une vitesse,催促,die Geschwindigkeit,速度 (Sokudo),velocità,snelheid,скорость (skorost'),velocidade,속도,ταχύτητα,السرعة,מהירות,ความเร็ว,celeritas,,गति,bilis,hastighet,hastighet,hız,nopeus,سرعت,hastighed,kecepatan,rychlost,sebesség,хуткасць,швидкість (shvydkіst'),ፍጥነት (fe-the-na-te),kasi,скорост,brzina,rapideco,prędkość,viteză,1260,430
